year month day aet_gleam aet_era5land aet_mgb
2002 4 18 1.587 1.635 2.963
2002 4 19 2.273 2.001 2.955
2002 4 20 1.640 1.792 3.369
2002 4 21 1.309 1.360 3.367
2002 4 22 1.519 1.748 2.626
2002 4 23 2.112 2.627 2.326
2002 4 24 2.631 3.180 1.652
2002 4 25 2.382 3.352 1.752
2002 4 26 2.589 2.343 3.196
2002 4 27 2.318 2.566 3.343
2002 4 28 1.491 1.984 1.637
2002 4 29 2.540 2.400 2.378
2002 4 30 2.922 3.337 3.284
2002 5 1 0.871 1.556 1.767
2002 5 2 1.419 1.618 2.149
2002 5 3 2.217 2.624 2.012
2002 5 4 1.964 2.823 1.756
2002 5 5 0.979 0.749 2.261
2002 5 6 1.118 1.089 3.009
2002 5 7 1.910 2.160 3.051
2002 5 8 1.798 2.556 2.185
2002 5 9 1.303 2.041 3.018
2002 5 10 1.326 1.827 1.733
2002 5 11 1.891 2.374 1.345
2002 5 12 1.875 2.590 1.294
2002 5 13 1.874 2.724 1.248
2002 5 14 1.675 2.088 1.425
2002 5 15 2.387 2.394 1.588
2002 5 16 2.133 1.878 2.733
2002 5 17 1.335 1.175 2.591
2002 5 18 0.890 0.741 3.102
2002 5 19 1.702 1.923 3.101
2002 5 20 1.124 0.770 3.100
2002 5 21 1.456 1.911 3.098
2002 5 22 1.217 1.650 1.537
2002 5 23 1.596 2.022 1.666
2002 5 24 1.272 1.937 1.492
2002 5 25 0.722 1.148 1.558
2002 5 26 1.190 1.603 1.457
2002 5 27 1.231 1.619 1.431
2002 5 28 1.417 1.928 1.436
2002 5 29 1.403 1.101 1.838
2002 5 30 1.369 1.180 2.963
2002 5 31 1.683 1.809 2.949
2002 6 1 1.192 1.746 1.457
2002 6 2 0.995 1.122 1.280
2002 6 3 1.354 1.562 1.395
2002 6 4 1.707 2.103 1.335
2002 6 5 1.567 2.108 1.149
2002 6 6 1.981 1.625 1.330
2002 6 7 1.909 1.990 2.549
2002 6 8 1.095 0.550 2.674
2002 6 9 1.843 2.004 2.830
2002 6 10 1.318 1.355 1.980
2002 6 11 1.409 1.405 2.805
2002 6 12 1.667 0.842 2.840
2002 6 13 1.105 0.591 2.902
2002 6 14 1.510 1.325 2.902
2002 6 15 1.385 1.083 2.902
2002 6 16 1.754 1.368 2.901
2002 6 17 1.293 1.638 2.097
2002 6 18 0.935 0.859 1.867
2002 6 19 1.418 1.750 2.877
2002 6 20 0.897 1.001 1.580
2002 6 21 1.019 0.975 1.780
2002 6 22 0.634 1.308 2.112
2002 6 23 0.501 0.821 1.490
2002 6 24 1.026 1.665 1.392
2002 6 25 0.959 1.780 1.369
2002 6 26 0.832 1.317 1.349
2002 6 27 1.026 1.610 1.331
2002 6 28 1.294 1.715 1.314
2002 6 29 1.122 1.466 1.298
2002 6 30 1.458 0.975 2.727
2002 7 1 1.165 0.729 2.663
2002 7 2 1.769 1.213 2.785
2002 7 3 1.204 1.409 1.779
2002 7 4 1.216 1.630 1.486
2002 7 5 1.128 1.461 1.487
2002 7 6 1.379 1.195 2.069
2002 7 7 1.687 2.126 2.854
2002 7 8 1.554 1.948 2.855
2002 7 9 0.701 1.110 1.563
2002 7 10 0.876 1.476 1.652
2002 7 11 0.832 1.266 1.755
2002 7 12 0.531 0.994 1.816
2002 7 13 1.268 2.056 1.453
2002 7 14 1.020 1.777 1.429
2002 7 15 1.070 1.870 1.408
2002 7 16 1.139 1.962 1.389
2002 7 17 1.029 1.507 1.372
2002 7 18 0.908 1.032 1.427
2002 7 19 1.418 1.444 1.601
2002 7 20 1.220 1.219 1.630
2002 7 21 1.308 1.357 2.573
2002 7 22 1.210 2.169 2.695
2002 7 23 1.893 2.466 2.780
2002 7 24 1.547 1.765 1.440
2002 7 25 1.508 1.287 2.301
2002 7 26 1.152 1.217 2.717
2002 7 27 1.335 1.869 2.804
2002 7 28 1.614 2.348 2.805
2002 7 29 1.368 1.996 1.389
2002 7 30 1.728 1.854 1.877
2002 7 31 1.917 1.755 2.659
2002 8 1 0.811 0.996 2.974
2002 8 2 0.936 1.028 2.987
2002 8 3 1.708 1.888 2.988
2002 8 4 1.360 1.927 1.835
2002 8 5 1.206 0.811 2.991
2002 8 6 1.263 1.299 2.993
2002 8 7 1.703 2.144 1.826
2002 8 8 1.892 2.091 1.947
2002 8 9 1.505 2.480 2.655
2002 8 10 1.595 2.606 1.873
2002 8 11 1.501 2.755 1.701
2002 8 12 1.726 2.528 1.782
2002 8 13 1.992 2.283 2.962
2002 8 14 1.572 1.693 2.946
2002 8 15 1.135 1.431 3.007
2002 8 16 1.332 1.666 3.009
2002 8 17 1.871 2.501 1.874
2002 8 18 1.853 2.392 1.787
2002 8 19 1.784 2.224 1.789
2002 8 20 2.092 2.542 1.825
2002 8 21 1.162 1.762 2.983
2002 8 22 1.340 1.663 2.976
2002 8 23 2.421 2.770 3.022
2002 8 24 2.592 2.937 3.024
2002 8 25 2.274 3.302 1.754
2002 8 26 2.272 3.197 1.728
2002 8 27 1.821 2.466 1.878
2002 8 28 1.751 2.329 1.806
2002 8 29 1.422 2.104 3.033
2002 8 30 2.609 3.669 3.035
2002 8 31 1.843 2.846 1.989
2002 9 1 1.551 2.196 1.652
2002 9 2 2.078 2.363 1.648
2002 9 3 2.233 2.955 1.608
2002 9 4 2.007 2.594 1.585
2002 9 5 1.870 2.020 1.564
2002 9 6 1.911 1.695 2.919
2002 9 7 3.316 3.675 3.027
2002 9 8 1.761 2.347 1.706
2002 9 9 1.983 2.495 2.006
2002 9 10 2.162 2.471 1.873
2002 9 11 2.076 2.174 2.211
2002 9 12 1.461 1.811 3.065
2002 9 13 2.443 3.226 3.057
2002 9 14 2.452 2.591 3.089
2002 9 15 1.452 1.868 1.794
2002 9 16 1.337 1.382 3.093
2002 9 17 1.451 1.533 3.095
2002 9 18 1.799 1.978 3.096
2002 9 19 1.848 1.699 3.098
2002 9 20 1.395 1.644 3.100
2002 9 21 1.979 3.378 3.102
2002 9 22 1.980 2.784 1.733
2002 9 23 2.631 3.548 1.734
2002 9 24 1.771 2.411 2.121
2002 9 25 2.573 3.175 1.738
2002 9 26 2.737 3.421 1.727
2002 9 27 3.303 3.810 1.695
2002 9 28 3.146 3.595 1.681
2002 9 29 3.053 3.439 1.641
2002 9 30 1.659 1.777 2.992
2002 10 1 2.899 3.321 3.271
2002 10 2 3.233 3.783 1.908
2002 10 3 1.262 1.635 3.404
2002 10 4 2.066 2.715 2.813
2002 10 5 2.717 2.617 3.419
2002 10 6 3.849 4.188 3.425
2002 10 7 3.924 4.437 2.034
2002 10 8 3.930 3.890 3.429
2002 10 9 1.683 2.064 3.430
2002 10 10 2.743 3.125 3.432
2002 10 11 3.631 3.895 3.434
2002 10 12 2.166 2.901 3.435
2002 10 13 2.949 3.899 2.001
2002 10 14 3.664 4.265 2.092
2002 10 15 3.438 4.221 3.253
2002 10 16 4.296 4.308 3.442
2002 10 17 1.598 2.403 3.443
2002 10 18 1.636 2.239 2.009
2002 10 19 2.223 2.980 3.118
2002 10 20 2.690 3.095 3.448
2002 10 21 2.315 3.119 3.449
2002 10 22 3.730 5.032 3.451
2002 10 23 3.380 4.284 2.016
2002 10 24 2.562 2.557 3.453
2002 10 25 1.361 1.408 3.446
2002 10 26 3.988 4.494 3.456
2002 10 27 3.618 4.127 2.111
2002 10 28 1.766 2.226 2.807
2002 10 29 2.178 2.364 3.460
2002 10 30 1.811 2.808 3.461
2002 10 31 1.367 2.167 3.463
2002 11 1 1.567 2.077 3.829
2002 11 2 2.555 3.523 2.813
2002 11 3 4.673 4.906 2.363
2002 11 4 1.882 2.312 3.849
2002 11 5 2.407 3.549 3.850
2002 11 6 2.589 3.195 3.040
2002 11 7 2.366 3.172 2.486
2002 11 8 3.160 3.766 2.444
2002 11 9 4.001 4.068 2.309
2002 11 10 1.640 2.333 3.821
2002 11 11 4.474 5.996 3.857
2002 11 12 4.558 5.661 2.210
2002 11 13 4.514 5.482 2.211
2002 11 14 2.451 3.385 2.389
2002 11 15 4.383 4.982 2.984
2002 11 16 3.354 4.227 3.823
2002 11 17 3.661 4.725 2.328
2002 11 18 2.780 2.952 3.757
2002 11 19 2.572 3.617 3.765
2002 11 20 4.612 4.770 3.863
2002 11 21 3.133 3.820 3.834
2002 11 22 3.096 4.088 3.866
2002 11 23 4.140 5.187 2.294
2002 11 24 3.865 5.016 2.219
2002 11 25 3.295 3.111 3.860
2002 11 26 4.580 5.534 3.855
2002 11 27 4.227 4.209 3.870
2002 11 28 2.494 2.814 3.870
2002 11 29 1.455 1.333 3.871
2002 11 30 3.613 4.217 3.871
2002 12 1 3.407 3.764 4.099
2002 12 2 1.769 2.330 4.118
2002 12 3 1.662 2.344 3.147
2002 12 4 2.843 2.914 2.967
2002 12 5 4.194 4.927 4.119
2002 12 6 4.158 5.227 3.733
2002 12 7 3.644 3.857 4.120
2002 12 8 1.930 3.059 4.121
2002 12 9 2.046 2.800 2.567
2002 12 10 2.396 2.971 2.492
2002 12 11 2.606 2.854 3.150
2002 12 12 4.260 4.596 4.122
2002 12 13 3.900 5.212 3.360
2002 12 14 4.203 4.767 4.080
2002 12 15 3.640 4.429 4.050
2002 12 16 4.305 5.412 3.364
2002 12 17 4.180 5.571 2.899
2002 12 18 2.072 3.105 2.378
2002 12 19 4.867 4.899 2.404
2002 12 20 2.997 3.271 3.920
2002 12 21 1.756 1.932 3.981
2002 12 22 3.034 3.779 3.937
2002 12 23 3.497 3.582 3.936
2002 12 24 1.646 1.876 3.915
2002 12 25 2.102 3.124 4.123
2002 12 26 4.499 5.538 3.475
2002 12 27 4.878 5.990 2.405
2002 12 28 5.046 5.830 2.403
2002 12 29 4.766 5.520 2.362
2002 12 30 5.186 5.221 2.587
2002 12 31 4.684 4.585 3.973
2003 1 1 4.809 5.480 3.921
2003 1 2 3.205 3.538 3.777
2003 1 3 2.336 2.969 3.924
2003 1 4 3.953 3.801 4.023
2003 1 5 4.412 5.221 4.023
2003 1 6 5.055 5.982 2.544
2003 1 7 4.503 5.600 2.461
2003 1 8 4.559 5.328 2.287
2003 1 9 4.354 5.320 3.390
2003 1 10 4.112 3.825 3.864
2003 1 11 4.058 4.968 4.001
2003 1 12 4.022 4.999 2.482
2003 1 13 3.993 4.299 2.392
2003 1 14 3.711 4.050 3.148
2003 1 15 3.566 4.481 3.372
2003 1 16 3.796 4.123 3.803
2003 1 17 4.043 4.553 3.883
2003 1 18 4.874 5.375 3.769
2003 1 19 4.053 4.747 3.745
2003 1 20 3.745 3.636 3.701
2003 1 21 4.030 4.948 3.619
2003 1 22 4.408 4.889 2.146
2003 1 23 2.671 3.223 3.651
2003 1 24 2.660 3.590 3.344
2003 1 25 2.243 2.746 1.865
2003 1 26 2.947 2.837 2.245
2003 1 27 2.375 3.079 3.356
2003 1 28 4.615 5.200 3.508
2003 1 29 3.857 4.619 2.617
2003 1 30 4.869 5.429 1.929
2003 1 31 4.693 4.988 1.739
2003 2 1 4.008 4.097 3.158
2003 2 2 3.635 4.073 3.117
2003 2 3 4.840 5.166 2.576
2003 2 4 4.541 5.146 1.660
2003 2 5 5.721 5.423 2.912
2003 2 6 4.512 4.545 3.013
2003 2 7 4.655 4.374 3.310
2003 2 8 4.341 4.438 3.465
2003 2 9 3.946 3.893 3.762
2003 2 10 2.944 3.479 3.806
2003 2 11 3.218 3.904 3.804
2003 2 12 3.778 4.192 3.803
2003 2 13 3.715 4.714 3.801
2003 2 14 3.781 4.607 3.800
2003 2 15 4.340 5.413 3.798
2003 2 16 3.652 3.682 3.610
2003 2 17 3.666 4.287 3.795
2003 2 18 4.521 5.816 2.151
2003 2 19 3.052 3.485 2.581
2003 2 20 2.247 2.491 3.743
2003 2 21 2.151 2.274 3.750
2003 2 22 1.642 2.628 3.316
2003 2 23 3.239 4.098 2.174
2003 2 24 4.431 4.363 2.277
2003 2 25 3.915 4.167 3.656
2003 2 26 4.633 4.697 3.727
2003 2 27 4.458 4.964 3.567
2003 2 28 4.897 5.130 2.601
2003 3 1 5.034 5.015 3.521
2003 3 2 5.117 4.900 3.470
2003 3 3 4.877 4.881 3.587
2003 3 4 3.516 3.795 3.673
2003 3 5 4.024 4.425 3.671
2003 3 6 4.319 4.351 3.669
2003 3 7 2.170 2.170 3.667
2003 3 8 3.472 3.592 3.664
2003 3 9 3.071 3.587 3.662
2003 3 10 3.366 3.581 2.875
2003 3 11 3.524 3.451 3.658
2003 3 12 4.033 4.455 3.656
2003 3 13 3.156 3.815 3.654
2003 3 14 3.164 4.263 2.513
2003 3 15 3.213 3.775 1.933
2003 3 16 2.124 2.417 3.567
2003 3 17 3.418 4.389 3.645
2003 3 18 3.448 4.208 1.919
2003 3 19 3.610 3.840 1.882
2003 3 20 4.063 3.970 3.518
2003 3 21 2.332 2.669 3.530
2003 3 22 2.394 3.196 2.268
2003 3 23 2.953 3.425 1.831
2003 3 24 2.552 2.987 2.026
2003 3 25 2.382 2.633 2.516
2003 3 26 2.748 2.862 3.397
2003 3 27 2.718 2.857 3.294
2003 3 28 2.755 3.324 2.781
2003 3 29 3.447 4.020 1.614
2003 3 30 3.233 3.870 1.461
2003 3 31 3.048 3.554 1.846
2003 4 1 2.600 2.635 2.963
2003 4 2 1.877 2.342 2.970
2003 4 3 1.753 2.207 2.340
2003 4 4 2.069 2.331 2.981
2003 4 5 2.956 4.016 3.247
2003 4 6 2.554 3.525 1.516
2003 4 7 2.579 3.356 1.452
2003 4 8 2.039 2.699 1.407
2003 4 9 2.671 3.175 1.338
2003 4 10 1.958 2.553 2.415
2003 4 11 2.639 3.709 1.524
2003 4 12 2.480 3.086 1.197
2003 4 13 1.944 2.434 1.155
2003 4 14 2.408 2.932 1.114
2003 4 15 2.548 3.241 1.074
2003 4 16 2.514 3.147 1.036
2003 4 17 2.443 2.973 0.999
2003 4 18 2.929 2.500 1.714
2003 4 19 2.048 2.358 2.670
2003 4 20 2.391 3.280 2.088
2003 4 21 1.481 1.426 1.511
2003 4 22 2.323 2.419 2.153
2003 4 23 2.121 2.281 1.396
2003 4 24 2.435 2.656 1.433
2003 4 25 2.496 3.036 1.220
2003 4 26 2.251 2.730 1.554
2003 4 27 2.975 2.867 2.256
2003 4 28 2.491 2.407 2.822
2003 4 29 1.773 1.329 2.911
2003 4 30 2.558 2.269 2.951
2003 5 1 2.069 1.866 3.158
2003 5 2 2.395 3.474 1.948
2003 5 3 1.784 2.601 1.747
2003 5 4 1.366 2.004 1.524
2003 5 5 1.185 1.720 2.073
2003 5 6 1.596 2.341 2.157
2003 5 7 1.492 2.000 2.053
2003 5 8 1.787 2.409 1.751
2003 5 9 1.802 2.334 1.451
2003 5 10 1.811 2.216 1.404
2003 5 11 1.086 1.415 1.348
2003 5 12 1.957 2.229 1.294
2003 5 13 1.765 2.075 1.407
2003 5 14 1.047 1.110 1.843
2003 5 15 1.859 2.263 2.425
2003 5 16 1.569 1.679 1.195
2003 5 17 1.742 2.060 1.084
2003 5 18 1.809 2.237 1.049
2003 5 19 1.313 1.709 1.106
2003 5 20 1.094 1.391 0.986
2003 5 21 1.897 2.255 0.957
2003 5 22 1.669 1.906 0.928
2003 5 23 2.427 2.693 2.520
2003 5 24 1.699 2.106 2.082
2003 5 25 2.195 2.147 1.504
2003 5 26 1.888 2.128 1.287
2003 5 27 1.477 2.198 1.237
2003 5 28 1.236 2.051 1.190
2003 5 29 1.379 2.067 1.147
2003 5 30 1.332 2.030 1.107
2003 5 31 1.456 2.166 1.070
2003 6 1 1.604 1.789 1.018
2003 6 2 1.546 1.756 0.973
2003 6 3 1.483 0.666 2.424
2003 6 4 1.375 1.616 2.706
2003 6 5 1.194 0.620 2.907
2003 6 6 2.167 2.126 2.906
2003 6 7 1.120 0.475 2.413
2003 6 8 1.233 1.127 2.905
2003 6 9 1.422 0.595 2.904
2003 6 10 1.404 1.444 2.904
2003 6 11 0.920 1.274 1.639
2003 6 12 1.234 0.723 2.232
2003 6 13 1.979 2.177 2.902
2003 6 14 1.560 1.056 2.902
2003 6 15 1.539 2.008 1.974
2003 6 16 1.520 1.890 1.801
2003 6 17 1.856 1.624 2.517
2003 6 18 1.176 0.764 2.863
2003 6 19 1.825 1.961 2.892
2003 6 20 1.346 1.715 1.506
2003 6 21 1.164 1.766 1.608
2003 6 22 1.525 1.949 2.267
2003 6 23 1.564 2.030 1.404
2003 6 24 1.444 1.872 1.381
2003 6 25 1.298 1.555 1.360
2003 6 26 1.165 1.763 1.341
2003 6 27 1.331 1.643 1.315
2003 6 28 1.216 1.860 1.266
2003 6 29 1.535 1.867 1.221
2003 6 30 1.310 1.843 1.179
2003 7 1 1.029 1.910 1.184
2003 7 2 1.176 1.160 1.140
2003 7 3 1.278 1.467 1.267
2003 7 4 1.292 1.890 1.144
2003 7 5 1.540 1.716 1.112
2003 7 6 1.688 1.492 2.383
2003 7 7 1.427 1.180 2.445
2003 7 8 1.302 1.090 2.527
2003 7 9 1.507 1.708 2.509
2003 7 10 0.632 0.939 1.935
2003 7 11 0.927 2.187 1.400
2003 7 12 0.901 1.362 1.570
2003 7 13 0.868 1.569 1.297
2003 7 14 0.897 0.340 1.944
2003 7 15 1.666 1.178 2.576
2003 7 16 1.404 1.136 2.725
2003 7 17 1.124 1.122 2.862
2003 7 18 1.631 1.770 2.178
2003 7 19 1.551 2.186 1.730
2003 7 20 1.634 2.087 1.470
2003 7 21 1.632 1.886 1.453
2003 7 22 1.323 1.042 2.749
2003 7 23 1.738 2.319 1.988
2003 7 24 1.619 2.006 1.325
2003 7 25 1.502 1.704 1.292
2003 7 26 0.898 1.103 1.569
2003 7 27 1.533 1.522 1.701
2003 7 28 1.328 1.587 2.189
2003 7 29 1.227 1.339 1.268
2003 7 30 1.291 1.697 1.099
2003 7 31 1.651 2.388 1.053
2003 8 1 1.095 1.561 1.199
2003 8 2 1.271 1.783 1.097
2003 8 3 1.122 1.567 1.063
2003 8 4 1.555 1.910 1.030
2003 8 5 1.818 2.171 1.132
2003 8 6 1.872 2.642 2.280
2003 8 7 1.718 2.315 1.009
2003 8 8 1.707 2.279 0.977
2003 8 9 1.679 2.273 0.947
2003 8 10 1.551 2.022 0.917
2003 8 11 1.483 2.030 0.888
2003 8 12 1.461 2.149 0.860
2003 8 13 1.452 1.969 0.833
2003 8 14 1.893 2.165 1.006
2003 8 15 1.255 1.067 2.011
2003 8 16 1.954 2.795 2.086
2003 8 17 1.693 2.350 0.863
2003 8 18 1.730 2.475 0.835
2003 8 19 1.843 2.690 0.807
2003 8 20 2.309 2.786 0.780
2003 8 21 2.449 2.878 0.754
2003 8 22 2.419 2.975 0.728
2003 8 23 2.315 2.918 0.703
2003 8 24 2.352 2.162 2.003
2003 8 25 1.818 2.507 2.032
2003 8 26 1.564 2.139 1.086
2003 8 27 0.846 1.551 1.212
2003 8 28 1.306 2.243 1.187
2003 8 29 1.239 1.866 1.237
2003 8 30 1.409 1.397 1.649
2003 8 31 1.851 1.976 2.088
2003 9 1 1.666 2.268 0.968
2003 9 2 2.034 2.451 0.901
2003 9 3 2.077 2.865 0.793
2003 9 4 2.314 2.725 0.763
2003 9 5 2.629 2.583 0.986
2003 9 6 2.860 3.041 0.787
2003 9 7 2.856 3.133 0.681
2003 9 8 1.437 1.744 1.689
2003 9 9 1.587 1.591 2.040
2003 9 10 1.197 1.743 2.249
2003 9 11 2.124 3.420 2.980
2003 9 12 2.236 3.221 1.659
2003 9 13 1.443 1.874 1.618
2003 9 14 0.995 1.320 1.575
2003 9 15 2.278 2.300 1.768
2003 9 16 1.849 2.038 2.826
2003 9 17 1.456 2.164 1.573
2003 9 18 2.549 2.992 1.497
2003 9 19 2.709 3.378 1.364
2003 9 20 2.068 2.590 1.416
2003 9 21 2.161 2.643 2.401
2003 9 22 3.193 3.936 1.899
2003 9 23 3.136 3.946 1.178
2003 9 24 3.304 3.318 2.519
2003 9 25 1.316 1.670 2.764
2003 9 26 1.141 1.301 2.766
2003 9 27 3.415 4.064 2.904
2003 9 28 2.847 3.153 2.274
2003 9 29 2.544 2.900 2.885
2003 9 30 1.911 2.112 3.061
2003 10 1 2.215 2.521 2.579
2003 10 2 2.398 3.347 1.898
2003 10 3 2.866 3.596 1.848
2003 10 4 3.066 3.540 1.748
2003 10 5 2.975 2.863 2.792
2003 10 6 1.866 2.092 3.114
2003 10 7 2.218 3.015 3.427
2003 10 8 2.701 3.286 2.715
2003 10 9 1.158 1.465 3.430
2003 10 10 3.312 4.429 3.432
2003 10 11 1.243 2.392 3.434
2003 10 12 2.171 2.802 3.177
2003 10 13 1.899 2.409 2.313
2003 10 14 3.139 3.890 1.928
2003 10 15 2.611 3.452 1.986
2003 10 16 3.462 4.074 1.874
2003 10 17 3.761 4.864 1.838
2003 10 18 3.822 4.596 1.803
2003 10 19 3.354 3.792 2.601
2003 10 20 2.275 2.569 3.169
2003 10 21 1.401 1.506 3.148
2003 10 22 2.557 3.744 3.246
2003 10 23 2.043 3.148 2.058
2003 10 24 3.294 3.975 1.856
2003 10 25 2.235 1.884 3.291
2003 10 26 1.771 2.024 3.362
2003 10 27 2.195 2.854 3.457
2003 10 28 2.911 3.628 2.565
2003 10 29 2.999 2.983 3.460
2003 10 30 3.062 3.858 2.919
2003 10 31 4.626 5.077 2.101
2003 11 1 2.233 2.679 3.800
2003 11 2 2.785 3.171 3.846
2003 11 3 3.411 4.096 2.243
2003 11 4 3.055 3.568 2.290
2003 11 5 2.768 3.443 2.289
2003 11 6 2.949 3.103 3.149
2003 11 7 2.554 3.388 3.766
2003 11 8 3.571 4.445 3.808
2003 11 9 4.645 5.199 2.121
2003 11 10 4.907 4.805 2.881
2003 11 11 4.025 4.286 2.199
2003 11 12 5.682 5.750 3.578
2003 11 13 5.335 5.220 3.534
2003 11 14 2.361 3.277 2.518
2003 11 15 2.582 3.240 2.287
2003 11 16 1.820 1.511 3.860
2003 11 17 3.890 4.441 3.862
2003 11 18 3.237 4.160 3.805
2003 11 19 4.143 5.142 3.864
2003 11 20 4.028 4.967 2.217
2003 11 21 3.473 4.217 2.217
2003 11 22 4.437 5.222 2.291
2003 11 23 4.524 5.382 2.332
2003 11 24 4.434 4.579 3.531
2003 11 25 3.123 3.855 3.743
2003 11 26 3.355 3.570 3.736
2003 11 27 1.967 2.275 3.774
2003 11 28 5.107 6.422 3.869
2003 11 29 4.529 5.995 2.236
2003 11 30 4.577 5.459 2.199
2003 12 1 3.047 3.985 2.732
2003 12 2 3.358 4.500 2.740
2003 12 3 4.076 4.380 2.406
2003 12 4 2.885 2.911 3.828
2003 12 5 4.887 5.933 3.815
2003 12 6 4.552 5.902 2.402
2003 12 7 3.606 4.958 2.477
2003 12 8 3.345 3.529 4.119
2003 12 9 5.614 6.520 4.115
2003 12 10 4.365 5.163 2.404
2003 12 11 3.072 2.881 4.122
2003 12 12 1.887 2.057 4.122
2003 12 13 1.631 1.713 3.617
2003 12 14 1.848 2.334 4.122
2003 12 15 4.107 4.336 4.123
2003 12 16 1.817 2.598 4.124
2003 12 17 3.930 4.956 4.120
2003 12 18 2.102 2.995 2.643
2003 12 19 2.715 3.011 2.643
2003 12 20 2.372 2.634 4.123
2003 12 21 2.175 2.656 4.123
2003 12 22 3.328 4.055 4.123
2003 12 23 5.477 6.534 4.123
2003 12 24 3.937 4.631 2.406
2003 12 25 3.750 4.504 2.406
2003 12 26 2.427 3.312 2.784
2003 12 27 3.616 4.418 2.730
2003 12 28 4.210 4.588 2.690
2003 12 29 2.849 2.822 3.965
2003 12 30 2.721 2.459 3.980
2003 12 31 2.707 3.457 4.066
2004 1 1 3.314 4.190 3.934
2004 1 2 3.298 4.265 2.381
2004 1 3 4.334 5.275 2.349
2004 1 4 3.945 4.739 2.240
2004 1 5 3.841 4.376 2.264
2004 1 6 3.795 4.302 2.380
2004 1 7 3.987 4.149 2.913
2004 1 8 3.928 4.424 3.730
2004 1 9 4.279 4.440 3.149
2004 1 10 4.415 4.490 3.639
2004 1 11 3.763 3.873 3.631
2004 1 12 3.083 3.608 3.702
2004 1 13 3.595 4.359 3.303
2004 1 14 3.423 3.499 3.687
2004 1 15 4.173 4.489 3.720
2004 1 16 3.965 4.668 3.907
2004 1 17 3.406 4.147 3.214
2004 1 18 3.441 4.611 2.815
2004 1 19 3.325 4.025 2.478
2004 1 20 3.106 4.072 2.549
2004 1 21 3.529 4.152 3.052
2004 1 22 3.356 4.119 3.315
2004 1 23 3.751 4.818 3.402
2004 1 24 4.036 4.182 3.432
2004 1 25 3.566 3.619 3.408
2004 1 26 3.666 4.362 3.888
2004 1 27 3.080 3.623 3.946
2004 1 28 4.291 4.763 3.991
2004 1 29 3.798 4.305 3.962
2004 1 30 3.440 3.731 3.931
2004 1 31 4.617 4.742 3.951
2004 2 1 5.117 4.833 3.760
2004 2 2 4.592 4.854 3.741
2004 2 3 3.565 4.383 3.814
2004 2 4 4.583 4.647 2.925
2004 2 5 3.608 4.205 3.775
2004 2 6 4.218 4.981 3.768
2004 2 7 2.939 3.745 2.293
2004 2 8 3.875 3.986 2.772
2004 2 9 3.527 3.838 3.316
2004 2 10 2.913 3.293 2.196
2004 2 11 3.188 4.169 2.089
2004 2 12 3.811 4.576 1.728
2004 2 13 3.762 4.372 1.728
2004 2 14 2.320 2.702 3.239
2004 2 15 3.875 4.462 3.209
2004 2 16 4.104 5.157 1.937
2004 2 17 4.728 4.563 2.059
2004 2 18 4.538 4.885 3.253
2004 2 19 2.946 3.062 3.315
2004 2 20 3.750 4.082 3.510
2004 2 21 4.161 4.347 3.787
2004 2 22 2.499 2.890 3.785
2004 2 23 3.562 4.587 3.785
2004 2 24 2.918 3.879 2.304
2004 2 25 3.272 3.479 2.139
2004 2 26 3.121 3.274 3.760
2004 2 27 3.829 4.409 3.778
2004 2 28 3.018 4.201 3.776
2004 2 29 2.605 3.295 2.644
2004 3 1 2.386 3.124 1.964
2004 3 2 3.802 4.402 2.044
2004 3 3 3.493 3.779 3.561
2004 3 4 3.350 4.140 1.853
2004 3 5 3.135 3.813 1.697
2004 3 6 3.311 3.947 1.784
2004 3 7 3.473 3.995 1.547
2004 3 8 4.398 4.035 2.273
2004 3 9 3.072 3.753 3.151
2004 3 10 3.360 3.919 2.476
2004 3 11 1.830 2.309 2.212
2004 3 12 1.501 1.620 3.012
2004 3 13 2.264 2.940 3.023
2004 3 14 2.271 2.282 3.019
2004 3 15 3.418 4.423 3.288
2004 3 16 2.905 3.191 2.131
2004 3 17 3.010 3.583 2.181
2004 3 18 2.733 3.195 1.668
2004 3 19 2.435 2.513 3.117
2004 3 20 3.022 3.219 3.138
2004 3 21 2.736 3.516 3.338
2004 3 22 2.863 3.709 1.703
2004 3 23 2.426 3.234 1.555
2004 3 24 3.304 3.990 1.561
2004 3 25 3.204 3.864 1.497
2004 3 26 2.603 3.281 1.481
2004 3 27 3.008 3.043 2.103
2004 3 28 1.850 1.502 2.992
2004 3 29 2.400 2.953 3.440
2004 3 30 3.002 3.421 3.610
2004 3 31 3.373 3.989 3.608
2004 4 1 3.371 4.050 1.804
2004 4 2 3.020 3.709 1.769
2004 4 3 2.255 2.112 3.370
2004 4 4 2.059 1.989 3.360
2004 4 5 3.063 3.065 3.401
2004 4 6 2.926 3.069 3.399
2004 4 7 2.655 3.416 2.430
2004 4 8 2.725 3.445 1.759
2004 4 9 3.131 3.645 1.832
2004 4 10 1.698 2.045 3.189
2004 4 11 2.246 2.441 2.535
2004 4 12 2.122 2.678 3.134
2004 4 13 2.906 3.412 1.526
2004 4 14 2.619 2.699 1.611
2004 4 15 2.047 2.342 3.118
2004 4 16 2.870 3.164 1.940
2004 4 17 3.119 3.064 3.097
2004 4 18 1.375 1.203 3.066
2004 4 19 1.903 1.902 3.153
2004 4 20 2.347 2.578 3.367
2004 4 21 1.639 1.668 2.794
