year month day p_brdwgd p_chirps p_cpc p_era5land p_mswep
1999 1 1 0.000 3.775 0.004 1.379 3.715
1999 1 2 2.454 3.325 2.571 0.753 0.791
1999 1 3 1.429 0.000 1.062 0.072 0.008
1999 1 4 0.842 6.599 0.183 10.566 2.951
1999 1 5 5.350 7.950 5.988 26.300 3.971
1999 1 6 1.257 0.000 2.717 3.286 1.555
1999 1 7 2.910 0.000 5.312 4.382 1.769
1999 1 8 1.311 0.000 2.801 1.671 0.597
1999 1 9 0.355 0.000 1.763 1.871 0.259
1999 1 10 0.467 0.000 0.297 1.613 0.119
1999 1 11 0.632 17.430 1.072 5.464 0.818
1999 1 12 0.739 0.000 1.020 2.474 2.924
1999 1 13 1.548 0.000 1.768 3.765 0.530
1999 1 14 0.306 0.000 0.494 8.483 6.005
1999 1 15 12.221 0.000 11.478 17.282 9.390
1999 1 16 7.722 0.000 5.020 6.879 0.547
1999 1 17 0.940 0.000 0.462 4.625 2.754
1999 1 18 3.530 2.991 2.654 13.408 5.391
1999 1 19 7.666 16.398 5.691 16.405 16.437
1999 1 20 12.555 14.832 10.988 9.173 6.342
1999 1 21 6.826 16.034 5.834 27.828 17.183
1999 1 22 17.964 3.458 18.358 31.850 25.342
1999 1 23 18.072 5.812 15.460 26.929 24.681
1999 1 24 16.294 0.000 13.900 1.800 1.261
1999 1 25 2.038 18.214 1.106 5.443 7.849
1999 1 26 10.456 9.306 11.783 18.745 8.644
1999 1 27 4.895 0.000 8.149 15.076 1.166
1999 1 28 1.470 19.017 1.006 4.183 7.292
1999 1 29 8.028 0.000 10.220 5.527 1.886
1999 1 30 0.357 0.000 0.683 0.266 0.000
1999 1 31 0.000 0.000 0.005 0.263 0.069
1999 2 1 0.148 0.670 0.743 4.083 0.483
1999 2 2 0.836 7.568 1.013 8.284 2.128
1999 2 3 2.537 0.000 3.104 0.001 0.000
1999 2 4 0.000 0.519 0.000 0.048 0.001
1999 2 5 0.212 0.045 0.120 7.913 0.981
1999 2 6 1.745 0.000 2.984 3.873 0.456
1999 2 7 2.760 41.596 2.717 8.428 11.212
1999 2 8 13.359 2.300 15.578 11.101 17.995
1999 2 9 30.291 0.000 26.562 12.710 24.323
1999 2 10 8.417 0.000 9.927 1.630 1.458
1999 2 11 0.000 0.000 0.039 0.273 0.019
1999 2 12 0.269 0.000 0.167 2.411 0.131
1999 2 13 1.018 7.372 2.695 2.230 5.992
1999 2 14 7.920 11.287 10.055 10.321 5.244
1999 2 15 1.212 0.000 1.185 4.648 1.549
1999 2 16 7.559 23.830 2.875 15.187 9.861
1999 2 17 10.932 0.000 13.919 24.603 5.246
1999 2 18 3.345 0.000 3.277 1.761 0.108
1999 2 19 0.736 0.814 0.393 0.400 0.391
1999 2 20 1.439 0.000 1.957 1.169 1.688
1999 2 21 2.032 6.146 1.177 17.676 19.346
1999 2 22 22.073 1.315 16.342 18.596 3.124
1999 2 23 4.457 0.468 3.338 11.965 8.971
1999 2 24 5.355 34.383 7.938 14.606 25.700
1999 2 25 12.675 4.852 14.542 14.116 18.200
1999 2 26 13.759 14.250 12.504 7.179 10.381
1999 2 27 6.697 7.130 6.060 14.740 9.838
1999 2 28 9.323 0.000 11.331 4.532 0.753
1999 3 1 0.971 0.000 0.636 4.159 0.139
1999 3 2 1.076 1.691 0.421 6.729 4.688
1999 3 3 2.995 0.000 2.100 3.176 1.641
1999 3 4 2.602 0.000 3.992 2.782 0.877
1999 3 5 1.313 0.000 3.059 0.467 0.035
1999 3 6 0.000 0.000 0.018 0.128 0.000
1999 3 7 0.066 0.000 0.036 5.297 1.387
1999 3 8 1.313 0.000 1.179 1.473 0.016
1999 3 9 0.000 0.000 0.098 4.363 4.740
1999 3 10 4.013 0.473 4.937 18.694 14.028
1999 3 11 10.354 0.000 9.212 3.868 2.098
1999 3 12 1.979 0.000 3.244 1.483 1.083
1999 3 13 1.696 0.000 2.152 0.871 0.295
1999 3 14 0.891 0.000 0.125 0.614 0.337
1999 3 15 0.709 0.000 1.459 1.669 0.413
1999 3 16 0.089 0.000 0.162 1.065 0.150
1999 3 17 0.269 0.000 0.425 1.203 1.094
1999 3 18 0.485 0.000 0.459 0.786 0.198
1999 3 19 0.029 0.000 0.008 0.099 0.000
1999 3 20 0.000 0.000 0.000 0.192 0.205
1999 3 21 3.711 0.985 1.629 10.104 17.727
1999 3 22 18.914 28.121 22.950 7.373 8.316
1999 3 23 0.264 0.000 1.487 1.199 0.148
1999 3 24 0.200 0.000 0.483 0.623 0.000
1999 3 25 0.045 0.000 0.048 1.670 0.519
1999 3 26 2.728 0.512 3.422 6.941 6.112
1999 3 27 9.960 1.185 9.422 11.533 17.889
1999 3 28 6.771 19.081 5.777 3.232 5.702
1999 3 29 3.542 31.277 4.894 11.927 1.955
1999 3 30 2.036 0.000 3.027 13.844 1.551
1999 3 31 3.002 0.000 3.206 36.901 8.167
1999 4 1 3.761 7.916 4.357 13.350 23.271
1999 4 2 16.976 0.000 14.663 2.714 3.106
1999 4 3 4.554 18.769 7.877 15.886 3.180
1999 4 4 0.598 0.000 0.597 3.589 0.084
1999 4 5 0.020 0.000 0.488 3.282 0.537
1999 4 6 1.507 10.731 1.296 9.358 29.914
1999 4 7 17.695 3.232 14.443 12.316 26.789
1999 4 8 22.089 0.000 22.932 3.807 3.838
1999 4 9 2.216 0.000 2.018 6.859 1.516
1999 4 10 0.353 0.000 0.243 1.995 1.509
1999 4 11 3.296 15.048 3.523 13.344 21.317
1999 4 12 17.329 6.017 14.150 8.515 11.368
1999 4 13 6.397 0.000 5.464 3.750 0.801
1999 4 14 0.075 3.653 0.147 7.602 2.286
1999 4 15 3.373 22.340 3.392 14.960 16.226
1999 4 16 16.717 19.657 14.677 10.707 4.688
1999 4 17 2.770 0.000 3.356 0.043 0.008
1999 4 18 0.000 0.000 0.006 0.000 0.000
1999 4 19 0.000 0.000 0.000 0.000 0.000
1999 4 20 0.000 0.000 0.000 0.000 0.009
1999 4 21 0.094 0.000 0.043 0.008 0.025
1999 4 22 0.000 0.000 0.000 0.070 0.000
1999 4 23 0.000 0.000 0.000 0.122 0.000
1999 4 24 0.000 0.000 0.000 0.549 0.038
1999 4 25 0.152 0.000 0.048 3.296 0.239
1999 4 26 0.116 0.000 0.059 0.594 0.016
1999 4 27 0.000 0.000 0.000 0.663 0.000
1999 4 28 0.000 0.285 0.084 2.384 0.071
1999 4 29 0.106 0.000 0.302 1.199 0.050
1999 4 30 0.000 0.000 0.000 3.841 0.161
1999 5 1 0.017 0.000 0.005 0.200 0.000
1999 5 2 0.000 0.000 0.000 0.075 0.000
1999 5 3 0.000 0.000 0.005 0.093 0.000
1999 5 4 0.000 0.000 0.016 0.019 0.023
1999 5 5 0.253 7.452 0.387 5.642 6.749
1999 5 6 15.346 16.592 13.257 19.517 7.585
1999 5 7 1.001 0.000 1.690 0.051 0.409
1999 5 8 3.312 0.000 1.907 0.431 0.348
1999 5 9 0.000 0.000 0.000 2.596 0.050
1999 5 10 0.046 0.000 0.020 1.382 0.678
1999 5 11 1.137 0.000 1.382 1.686 1.001
1999 5 12 1.264 0.000 1.436 2.789 0.522
1999 5 13 0.479 0.000 0.370 0.053 0.343
1999 5 14 0.352 0.000 0.399 0.146 0.066
1999 5 15 0.000 0.000 0.030 0.883 0.024
1999 5 16 0.038 0.000 0.110 0.005 0.000
1999 5 17 0.000 0.000 0.004 0.152 1.882
1999 5 18 3.069 0.000 3.112 2.701 1.722
1999 5 19 0.147 0.000 0.151 2.819 2.016
1999 5 20 3.291 0.000 3.573 0.502 0.368
1999 5 21 0.402 0.000 1.492 0.000 0.000
1999 5 22 0.002 0.000 0.000 0.034 0.000
1999 5 23 0.000 0.000 0.020 0.139 0.000
1999 5 24 0.000 0.000 0.000 1.242 0.039
1999 5 25 0.027 0.560 0.012 0.107 0.300
1999 5 26 15.631 35.233 15.271 6.468 26.151
1999 5 27 10.727 0.000 10.900 6.851 7.139
1999 5 28 0.453 0.000 0.461 0.333 0.507
1999 5 29 18.264 18.858 16.180 5.781 26.284
1999 5 30 2.646 0.000 2.592 0.213 0.371
1999 5 31 0.832 0.000 0.589 0.002 0.002
1999 6 1 0.000 0.000 0.000 0.000 0.000
1999 6 2 0.000 0.000 0.000 0.094 0.004
1999 6 3 0.136 0.000 0.538 1.365 0.242
1999 6 4 0.065 0.000 0.101 1.363 0.173
1999 6 5 0.747 0.000 0.463 3.212 2.204
1999 6 6 1.354 0.000 0.987 0.154 0.205
1999 6 7 0.000 0.000 0.000 0.205 0.389
1999 6 8 0.295 0.000 0.311 3.887 1.534
1999 6 9 2.146 0.548 2.902 7.021 4.531
1999 6 10 45.129 43.017 41.075 19.942 36.936
1999 6 11 0.660 0.000 0.390 0.001 0.094
1999 6 12 0.000 3.524 0.000 3.611 0.394
1999 6 13 0.253 0.000 0.403 0.652 0.074
1999 6 14 0.038 3.217 0.019 0.030 0.002
1999 6 15 0.000 0.000 0.107 0.101 0.000
1999 6 16 0.011 0.000 0.000 0.135 0.000
1999 6 17 0.000 2.859 0.000 6.357 1.574
1999 6 18 1.671 11.105 1.718 11.540 3.200
1999 6 19 0.760 0.639 0.955 0.420 0.563
1999 6 20 1.626 2.853 2.928 25.310 7.350
1999 6 21 6.570 0.000 7.419 7.911 5.460
1999 6 22 3.849 0.000 5.193 0.000 0.000
1999 6 23 0.000 0.000 0.465 0.015 0.000
1999 6 24 0.000 13.463 0.000 4.373 0.542
1999 6 25 0.042 0.000 0.043 0.808 0.048
1999 6 26 0.099 0.000 0.101 0.417 0.053
1999 6 27 0.000 0.000 0.000 0.170 0.000
1999 6 28 0.000 0.000 0.000 0.000 0.000
1999 6 29 2.999 0.000 2.420 1.690 3.886
1999 6 30 0.078 0.000 0.074 0.030 0.000
1999 7 1 0.000 0.000 0.000 0.095 0.684
1999 7 2 23.301 39.413 21.868 27.762 43.601
1999 7 3 44.357 37.318 44.239 58.756 59.400
1999 7 4 21.827 11.140 20.814 8.895 9.792
1999 7 5 1.797 0.907 1.666 0.229 0.356
1999 7 6 0.074 0.000 0.087 4.943 1.923
1999 7 7 6.099 0.000 6.687 7.984 4.424
1999 7 8 1.901 0.000 1.849 0.142 0.273
1999 7 9 0.659 0.000 1.159 0.775 0.292
1999 7 10 0.488 0.000 1.539 3.313 0.508
1999 7 11 0.218 0.000 0.558 1.101 0.490
1999 7 12 0.215 0.000 0.162 0.389 0.191
1999 7 13 0.000 0.000 0.005 0.060 0.000
1999 7 14 0.000 0.000 0.000 0.059 0.000
1999 7 15 0.000 0.000 0.004 0.042 0.000
1999 7 16 0.000 0.000 0.023 0.882 0.013
1999 7 17 0.123 0.000 0.425 8.042 2.665
1999 7 18 7.896 7.022 7.719 28.112 15.507
1999 7 19 7.327 22.299 6.924 6.924 16.379
1999 7 20 16.911 0.866 14.523 7.860 8.975
1999 7 21 6.609 0.000 7.222 0.097 0.123
1999 7 22 0.005 0.000 0.051 0.051 0.000
1999 7 23 0.004 0.000 0.000 0.186 0.000
1999 7 24 0.002 0.000 0.020 0.024 0.000
1999 7 25 0.000 0.000 0.030 0.000 3.828
1999 7 26 3.032 1.337 1.998 0.604 15.112
1999 7 27 11.230 29.234 10.942 14.903 13.098
1999 7 28 14.895 0.000 14.326 3.372 2.329
1999 7 29 0.000 0.000 0.292 0.698 0.000
1999 7 30 0.000 6.395 0.045 4.658 2.615
1999 7 31 3.658 0.000 4.328 0.002 0.002
1999 8 1 0.000 0.000 0.021 0.000 0.000
1999 8 2 0.000 0.000 0.000 0.000 0.000
1999 8 3 0.000 0.000 0.000 0.000 0.000
1999 8 4 0.015 0.000 0.013 0.004 0.004
1999 8 5 0.000 0.000 0.000 0.200 0.000
1999 8 6 0.000 0.000 0.000 0.147 0.000
1999 8 7 0.000 0.000 0.000 2.924 0.562
1999 8 8 0.611 0.000 1.233 0.006 0.001
1999 8 9 0.000 0.000 0.000 0.000 0.000
1999 8 10 0.000 0.000 0.000 0.000 0.000
1999 8 11 0.000 0.000 0.000 0.000 0.000
1999 8 12 0.000 0.000 0.000 0.314 1.028
1999 8 13 4.530 11.520 3.321 39.557 31.093
1999 8 14 20.370 5.053 18.739 3.130 3.668
1999 8 15 0.000 0.000 0.000 0.018 0.006
1999 8 16 0.304 0.000 0.290 0.327 0.289
1999 8 17 0.354 0.000 0.630 0.999 0.241
1999 8 18 0.212 0.000 0.491 0.324 0.010
1999 8 19 0.019 0.000 0.040 0.484 0.000
1999 8 20 0.000 0.000 0.052 0.751 0.031
1999 8 21 0.254 0.000 0.219 0.357 0.014
1999 8 22 0.000 0.000 0.000 0.079 0.002
1999 8 23 0.031 0.000 0.030 0.291 0.031
1999 8 24 0.012 0.000 0.092 0.144 0.010
1999 8 25 0.000 0.000 0.000 0.177 0.000
1999 8 26 0.001 0.000 0.000 0.758 0.065
1999 8 27 0.849 4.245 0.687 8.669 11.599
1999 8 28 22.378 6.552 20.916 14.735 17.693
1999 8 29 2.856 0.000 2.509 0.014 0.012
1999 8 30 0.000 0.000 0.000 0.107 0.000
1999 8 31 0.000 0.000 0.000 0.166 0.000
1999 9 1 0.000 0.700 0.000 0.012 0.692
1999 9 2 0.607 6.744 0.900 0.053 0.616
1999 9 3 0.000 2.997 0.000 0.012 0.310
1999 9 4 0.000 0.466 0.000 3.803 0.152
1999 9 5 0.663 0.201 0.080 9.358 2.933
1999 9 6 4.875 3.515 6.170 6.041 3.583
1999 9 7 0.000 0.000 0.024 0.020 0.340
1999 9 8 1.240 20.841 0.865 9.963 8.048
1999 9 9 13.342 13.840 13.093 28.197 18.488
1999 9 10 10.378 0.000 10.648 0.163 0.779
1999 9 11 0.164 0.000 0.034 0.446 0.315
1999 9 12 0.808 0.000 0.856 3.507 1.318
1999 9 13 1.212 0.000 0.798 3.913 1.992
1999 9 14 9.872 19.918 9.081 12.057 11.651
1999 9 15 6.292 7.656 6.748 33.255 7.989
1999 9 16 1.281 0.000 1.255 0.000 0.000
1999 9 17 0.037 0.000 0.177 0.000 0.000
1999 9 18 0.000 0.000 0.000 0.047 0.000
1999 9 19 0.000 0.000 0.000 0.033 0.000
1999 9 20 0.000 0.000 0.000 0.055 0.000
1999 9 21 0.000 0.000 0.000 0.211 0.031
1999 9 22 0.101 0.000 0.227 0.635 0.154
1999 9 23 0.054 0.000 0.024 0.291 0.056
1999 9 24 0.081 0.000 0.046 0.008 0.023
1999 9 25 0.262 0.000 0.245 0.003 0.081
1999 9 26 0.000 0.103 0.006 0.046 0.033
1999 9 27 0.207 3.343 0.158 1.653 0.283
1999 9 28 0.000 6.805 0.095 7.379 13.931
1999 9 29 25.090 25.939 23.784 19.926 23.899
1999 9 30 3.276 0.000 4.658 0.242 0.196
1999 10 1 0.426 23.714 1.211 35.622 8.368
1999 10 2 68.835 36.066 62.969 64.514 24.028
1999 10 3 1.229 0.000 2.093 0.260 0.058
1999 10 4 0.000 0.000 0.000 0.309 0.012
1999 10 5 0.065 0.000 0.032 0.948 0.168
1999 10 6 0.244 0.000 0.296 1.787 1.374
1999 10 7 1.002 27.270 1.363 20.141 40.200
1999 10 8 34.992 5.338 31.721 4.524 5.653
1999 10 9 0.171 0.000 0.253 0.920 0.409
1999 10 10 0.482 0.000 0.718 0.342 0.077
1999 10 11 0.072 0.000 0.095 0.133 0.021
1999 10 12 0.127 3.994 0.265 0.111 0.672
1999 10 13 0.364 5.528 0.354 0.317 0.943
1999 10 14 0.168 6.179 0.508 9.064 1.920
1999 10 15 0.970 4.419 2.401 17.938 8.099
1999 10 16 20.893 33.551 20.250 51.069 22.529
1999 10 17 7.426 0.000 7.081 6.918 0.888
1999 10 18 0.638 0.000 1.146 2.627 0.082
1999 10 19 0.000 0.000 0.000 0.593 0.000
1999 10 20 0.000 0.000 0.010 0.499 0.000
1999 10 21 0.000 0.000 0.000 0.441 2.157
1999 10 22 3.496 7.059 2.738 12.456 7.926
1999 10 23 1.739 0.000 2.271 1.264 0.129
1999 10 24 0.078 1.573 0.056 0.700 0.016
1999 10 25 0.092 0.000 0.279 4.854 0.936
1999 10 26 1.243 0.000 1.622 5.553 0.795
1999 10 27 0.186 0.000 0.388 9.579 1.338
1999 10 28 0.825 0.000 1.169 5.220 0.535
1999 10 29 0.210 0.000 0.618 3.676 0.985
1999 10 30 1.724 0.000 2.246 6.230 3.442
1999 10 31 2.204 0.000 2.249 4.473 1.656
1999 11 1 1.587 0.742 2.318 6.039 2.358
1999 11 2 0.776 4.898 0.840 7.844 2.483
1999 11 3 1.032 0.000 0.877 1.697 0.128
1999 11 4 0.186 40.815 0.520 27.517 38.578
1999 11 5 53.401 30.092 48.983 24.273 21.490
1999 11 6 1.221 0.000 3.724 0.068 0.004
1999 11 7 0.000 0.000 0.035 0.114 0.000
1999 11 8 0.000 0.000 0.000 8.030 0.609
1999 11 9 0.685 0.000 1.234 3.649 0.221
1999 11 10 0.000 0.000 0.019 0.364 0.000
1999 11 11 0.000 0.000 0.000 0.346 0.000
1999 11 12 0.029 2.471 0.200 0.635 0.042
1999 11 13 0.000 0.000 0.202 4.053 14.877
1999 11 14 9.723 0.000 11.382 6.207 2.380
1999 11 15 1.913 0.000 2.410 0.935 0.764
1999 11 16 0.912 0.000 1.293 1.203 0.342
1999 11 17 0.200 0.000 0.237 0.289 0.007
1999 11 18 0.000 0.000 0.000 0.983 0.019
1999 11 19 0.000 0.000 0.079 0.197 0.021
1999 11 20 0.156 2.319 0.198 4.265 18.442
1999 11 21 12.423 0.000 10.209 2.267 1.291
1999 11 22 1.464 1.651 2.399 14.008 6.061
1999 11 23 4.772 15.702 5.606 21.694 9.490
1999 11 24 8.704 0.000 10.020 7.132 2.119
1999 11 25 2.051 0.000 3.228 1.804 1.036
1999 11 26 1.223 0.000 1.138 6.869 5.580
1999 11 27 4.258 0.000 4.951 2.287 6.889
1999 11 28 5.390 0.000 4.777 0.187 0.436
1999 11 29 0.136 0.000 0.011 0.034 0.000
1999 11 30 0.000 0.000 0.000 0.165 0.042
1999 12 1 0.159 0.000 0.195 1.455 0.152
1999 12 2 0.000 0.000 0.063 1.506 1.152
1999 12 3 1.244 5.111 1.268 12.189 43.877
1999 12 4 30.921 27.925 23.053 0.328 0.885
1999 12 5 0.000 0.000 0.111 0.406 0.342
1999 12 6 4.371 0.786 5.349 30.967 10.886
1999 12 7 7.468 0.000 8.593 4.373 1.322
1999 12 8 1.418 0.009 1.552 5.592 10.307
1999 12 9 9.690 0.000 9.674 11.638 13.362
1999 12 10 5.616 0.000 5.161 1.370 1.313
1999 12 11 0.256 0.000 0.561 1.622 0.673
1999 12 12 0.918 0.000 0.577 0.234 0.156
1999 12 13 5.833 26.466 6.028 6.188 12.838
1999 12 14 8.154 0.000 9.019 3.612 4.867
1999 12 15 3.300 0.000 2.927 0.231 0.492
1999 12 16 0.071 0.000 0.081 0.351 0.074
1999 12 17 0.078 0.000 0.048 0.755 0.035
1999 12 18 0.031 0.000 0.018 0.287 0.013
1999 12 19 0.038 0.000 0.019 0.311 0.176
1999 12 20 0.980 0.000 0.757 4.876 1.646
1999 12 21 0.062 0.005 0.996 1.369 0.053
1999 12 22 0.262 22.630 0.318 14.062 3.752
1999 12 23 3.462 0.000 3.911 1.459 0.279
1999 12 24 0.019 0.000 0.026 0.254 0.000
1999 12 25 0.000 0.000 0.000 0.142 0.000
1999 12 26 0.000 0.000 0.000 1.394 0.023
1999 12 27 0.000 0.000 0.041 8.987 0.181
1999 12 28 0.017 0.000 1.150 0.047 0.000
1999 12 29 0.000 0.000 0.109 0.283 0.000
1999 12 30 0.004 0.005 0.000 10.275 0.891
1999 12 31 2.841 0.032 3.016 25.849 16.477
2000 1 1 15.662 0.000 20.891 4.984 6.582
2000 1 2 9.420 0.000 12.494 3.797 4.535
2000 1 3 1.989 0.000 2.367 1.157 0.191
2000 1 4 0.000 0.000 0.273 6.981 5.598
2000 1 5 3.707 0.000 3.734 8.133 6.520
2000 1 6 5.498 0.000 3.874 15.110 7.338
2000 1 7 7.937 0.000 8.044 12.963 0.757
2000 1 8 0.193 8.299 1.531 7.621 4.314
2000 1 9 4.238 0.000 5.896 0.744 0.025
2000 1 10 0.276 20.923 1.642 19.529 10.293
2000 1 11 12.168 0.257 17.561 10.323 3.896
2000 1 12 3.556 0.000 5.242 11.007 5.215
2000 1 13 6.454 18.363 4.142 13.366 23.785
2000 1 14 21.179 0.000 14.449 15.365 15.579
2000 1 15 11.810 22.480 16.702 27.944 14.921
2000 1 16 11.892 35.374 13.282 14.255 14.570
2000 1 17 18.454 4.194 18.504 7.388 3.243
2000 1 18 4.637 13.670 7.311 11.960 12.821
2000 1 19 9.892 0.000 11.445 3.114 0.420
2000 1 20 0.081 0.000 0.225 0.325 0.000
2000 1 21 0.000 0.000 0.092 0.095 0.000
2000 1 22 0.000 0.000 0.047 0.160 0.058
2000 1 23 2.857 3.403 0.577 28.760 33.290
2000 1 24 20.979 0.000 15.768 7.760 1.979
2000 1 25 0.588 3.868 0.339 20.148 17.022
2000 1 26 11.869 0.000 10.970 0.948 0.578
2000 1 27 1.266 0.000 1.813 1.990 1.170
2000 1 28 1.189 0.000 1.299 0.910 0.031
2000 1 29 0.051 0.000 0.068 0.511 2.767
2000 1 30 2.631 1.461 1.316 0.604 0.828
2000 1 31 1.493 36.699 2.355 16.072 12.828
2000 2 1 10.103 0.000 11.892 28.553 9.926
2000 2 2 7.946 0.000 10.111 15.409 4.331
2000 2 3 4.711 42.181 5.059 3.371 13.885
2000 2 4 16.265 6.826 14.505 11.866 5.930
2000 2 5 0.973 0.000 1.450 0.239 0.000
2000 2 6 0.000 0.000 0.080 1.197 0.002
2000 2 7 0.000 0.000 0.000 0.608 0.000
2000 2 8 0.000 0.000 0.078 0.612 0.013
2000 2 9 0.099 0.000 0.260 2.756 1.044
2000 2 10 1.694 0.000 2.238 13.111 0.796
2000 2 11 1.385 0.000 1.202 1.219 9.989
2000 2 12 5.974 0.000 3.620 1.799 0.549
2000 2 13 1.713 15.821 2.435 6.385 5.464
2000 2 14 2.875 18.460 4.676 12.712 47.131
2000 2 15 44.533 0.285 40.793 51.922 35.459
2000 2 16 28.693 0.000 37.377 2.396 2.439
2000 2 17 2.417 0.000 2.372 0.553 2.289
2000 2 18 1.544 0.000 1.810 0.765 0.572
2000 2 19 0.000 0.000 0.006 0.602 0.046
2000 2 20 0.117 0.000 0.046 0.504 0.035
2000 2 21 0.085 11.153 0.027 3.976 0.726
2000 2 22 6.927 0.119 1.113 10.632 36.080
2000 2 23 34.909 12.834 35.329 11.470 19.261
2000 2 24 5.741 0.000 5.822 0.991 0.053
2000 2 25 0.000 25.787 0.007 0.450 0.026
2000 2 26 0.000 0.000 0.000 9.779 3.733
2000 2 27 4.155 7.123 1.875 0.864 1.034
2000 2 28 0.063 21.723 0.321 16.395 14.049
2000 2 29 14.409 0.000 17.042 13.729 3.652
2000 3 1 7.108 0.000 7.108 17.128 20.681
2000 3 2 13.049 0.000 10.527 2.777 4.056
2000 3 3 0.372 0.000 0.582 0.277 0.012
2000 3 4 0.000 8.938 0.026 0.210 0.498
2000 3 5 1.426 17.293 3.360 8.787 19.864
2000 3 6 37.762 46.835 40.919 18.471 37.367
2000 3 7 14.614 0.000 17.713 3.203 1.996
2000 3 8 1.125 0.000 1.974 0.340 0.101
2000 3 9 0.381 0.000 0.257 1.058 0.306
2000 3 10 0.099 0.000 0.051 0.918 0.066
2000 3 11 0.000 0.000 0.248 1.213 0.254
2000 3 12 1.634 0.000 1.512 15.277 3.189
2000 3 13 3.086 0.000 3.604 3.643 0.494
2000 3 14 0.842 0.000 0.377 2.801 2.054
2000 3 15 2.225 0.000 1.329 0.337 0.063
2000 3 16 0.032 0.000 0.175 2.460 4.692
2000 3 17 3.136 13.510 3.465 5.510 9.283
2000 3 18 8.141 0.000 9.006 5.119 0.509
2000 3 19 0.065 0.000 0.103 0.487 0.000
2000 3 20 0.000 0.000 0.033 0.293 0.000
2000 3 21 0.000 0.000 0.077 0.142 0.000
2000 3 22 0.000 0.000 0.017 0.364 0.002
2000 3 23 0.000 0.000 0.016 0.212 0.048
2000 3 24 0.194 19.310 0.187 2.267 16.058
2000 3 25 14.249 0.005 14.158 3.574 1.640
2000 3 26 0.000 6.297 0.000 1.721 0.044
2000 3 27 0.015 9.224 0.031 5.474 12.820
2000 3 28 12.492 2.450 13.363 13.352 5.216
2000 3 29 0.386 0.000 0.283 1.745 0.131
2000 3 30 0.020 0.000 0.059 1.197 0.000
2000 3 31 0.000 0.760 0.000 0.709 0.032
2000 4 1 0.026 0.155 0.029 5.429 0.997
2000 4 2 1.212 0.000 1.303 0.410 0.009
2000 4 3 0.000 0.000 0.003 0.261 0.000
2000 4 4 0.000 0.000 0.000 0.222 0.000
2000 4 5 0.000 0.000 0.000 0.513 0.002
2000 4 6 0.000 0.000 0.000 0.144 0.000
2000 4 7 0.000 0.000 0.000 0.085 0.000
2000 4 8 0.000 0.000 0.000 0.084 0.000
2000 4 9 0.000 0.000 0.000 0.050 0.000
2000 4 10 0.000 2.173 0.008 0.007 0.183
2000 4 11 0.000 0.420 0.003 0.537 0.402
2000 4 12 11.055 54.764 10.027 32.873 40.608
2000 4 13 58.697 0.000 55.118 12.502 21.133
2000 4 14 0.010 0.000 0.323 0.048 0.000
2000 4 15 0.000 0.000 0.000 0.300 0.000
2000 4 16 0.000 0.000 0.000 0.659 0.391
2000 4 17 3.039 11.248 2.656 30.007 20.288
2000 4 18 21.167 20.960 20.923 12.224 15.671
2000 4 19 10.434 2.299 8.746 12.079 9.210
2000 4 20 0.074 0.000 0.138 0.234 0.000
2000 4 21 0.063 0.000 0.043 0.092 0.036
2000 4 22 0.247 0.000 0.175 0.032 0.000
2000 4 23 0.000 0.000 0.000 0.003 0.000
2000 4 24 0.000 0.000 0.000 0.000 0.000
2000 4 25 0.000 0.000 0.000 0.000 0.000
2000 4 26 0.000 0.000 0.000 0.027 0.000
2000 4 27 0.000 0.000 0.000 0.005 0.000
2000 4 28 0.000 4.461 0.000 2.574 1.654
2000 4 29 3.520 2.815 4.271 0.715 0.362
2000 4 30 0.001 0.000 0.009 0.506 0.000
2000 5 1 0.000 0.000 0.013 0.018 0.000
2000 5 2 0.000 0.069 0.010 6.355 11.647
2000 5 3 8.335 1.892 7.394 10.961 9.033
2000 5 4 9.876 2.134 10.073 4.698 4.579
2000 5 5 4.975 28.316 6.926 10.969 24.635
2000 5 6 16.476 0.453 15.562 0.615 1.318
2000 5 7 0.000 0.000 0.055 0.035 0.000
2000 5 8 0.000 0.000 0.011 0.944 0.058
2000 5 9 0.074 0.000 0.508 0.060 0.005
2000 5 10 0.000 0.000 0.014 0.235 0.868
2000 5 11 0.728 0.000 0.549 0.331 0.818
2000 5 12 0.762 0.000 0.880 0.400 0.228
2000 5 13 0.015 0.000 0.051 0.028 0.000
2000 5 14 0.000 0.000 0.000 0.026 0.000
2000 5 15 0.000 0.323 0.000 0.213 0.009
2000 5 16 0.344 18.019 0.486 3.872 8.832
2000 5 17 6.869 0.000 5.968 2.846 2.223
2000 5 18 2.424 0.000 3.261 2.166 3.949
2000 5 19 5.329 0.000 4.985 0.323 0.352
2000 5 20 0.186 0.000 0.135 0.348 0.004
2000 5 21 0.000 0.000 0.000 0.408 0.000
2000 5 22 0.000 0.000 0.082 0.000 0.000
2000 5 23 0.000 0.000 0.157 0.038 0.000
2000 5 24 0.000 0.000 0.000 0.145 0.000
2000 5 25 0.011 0.000 0.016 0.155 0.209
2000 5 26 9.416 14.371 9.614 1.291 13.276
2000 5 27 0.078 0.000 0.033 0.000 0.000
2000 5 28 0.000 0.000 0.000 0.008 0.000
2000 5 29 0.000 0.000 0.000 0.000 0.000
2000 5 30 0.000 0.000 0.018 0.009 0.000
2000 5 31 0.009 0.000 0.005 0.004 0.000
