year month day tmax_cpc tmax_era5land tmax_brdwgd tmean_era5land tmin_cpc tmin_era5land tmin_brdwgd
1998 11 20 25.01 23.17 23.06 16.27 13.39 10.57 9.34
1998 11 21 22.30 19.08 20.13 15.58 14.25 13.83 12.77
1998 11 22 23.23 20.14 21.80 15.89 13.55 13.26 12.92
1998 11 23 24.18 20.67 22.66 15.78 13.52 12.46 12.29
1998 11 24 20.68 23.39 23.09 17.18 15.77 12.26 11.42
1998 11 25 20.31 24.82 22.59 18.55 14.98 14.53 14.94
1998 11 26 24.52 21.59 22.28 17.21 13.30 13.36 12.78
1998 11 27 26.62 21.04 22.43 15.97 11.63 12.24 10.40
1998 11 28 -24.47 24.61 24.97 18.05 -24.47 11.80 12.01
1998 11 29 26.43 24.49 25.71 18.35 17.23 14.39 14.87
1998 11 30 28.13 22.66 23.40 17.20 13.40 13.18 10.62
1998 12 1 17.76 24.27 25.30 17.18 14.09 10.35 10.25
1998 12 2 29.34 27.09 28.19 19.51 13.70 12.21 12.89
1998 12 3 26.11 26.47 25.98 19.87 15.45 15.45 14.32
1998 12 4 20.98 19.83 18.35 16.66 15.22 14.27 13.57
1998 12 5 21.93 22.75 23.86 17.79 14.45 13.64 12.58
1998 12 6 24.73 21.80 22.64 16.75 15.35 12.42 12.45
1998 12 7 25.07 21.19 23.67 16.47 12.70 12.48 11.35
1998 12 8 28.09 25.22 26.71 19.12 15.40 14.44 12.73
1998 12 9 23.38 21.14 20.63 18.17 16.97 14.82 15.65
1998 12 10 19.56 18.41 17.41 16.06 15.42 14.49 13.64
1998 12 11 25.63 22.27 21.85 18.71 16.30 15.90 15.22
1998 12 12 25.36 23.52 21.85 18.72 17.16 14.62 14.32
1998 12 13 28.18 23.61 26.25 19.36 16.41 15.68 16.10
1998 12 14 28.53 26.25 27.11 20.32 17.31 16.93 16.62
1998 12 15 25.31 23.15 26.42 18.41 16.79 15.30 15.37
1998 12 16 25.60 23.34 22.82 18.69 15.62 15.08 14.95
1998 12 17 21.81 18.34 18.00 16.21 15.03 13.01 12.43
1998 12 18 23.13 18.01 17.80 14.37 15.20 11.31 10.32
1998 12 19 24.58 21.60 22.50 14.94 9.91 7.10 7.45
1998 12 20 15.97 21.06 23.08 16.70 12.21 12.84 12.08
1998 12 21 21.83 22.01 20.58 18.22 16.27 15.24 15.13
1998 12 22 20.76 19.74 20.28 16.52 16.19 12.61 13.33
1998 12 23 21.02 18.31 19.72 14.07 11.67 10.93 7.68
1998 12 24 24.15 20.39 21.62 15.20 12.16 9.15 10.56
1998 12 25 24.76 21.36 21.95 16.83 14.10 13.05 12.47
1998 12 26 26.53 22.58 23.87 17.70 14.88 13.86 13.45
1998 12 27 28.10 24.42 26.17 18.58 17.53 12.86 13.48
1998 12 28 27.38 25.51 25.21 20.02 16.35 15.79 14.88
1998 12 29 28.10 21.47 22.59 18.80 17.45 16.45 15.47
1998 12 30 26.53 23.08 22.36 17.91 15.67 13.71 13.51
1998 12 31 27.29 23.01 23.60 17.65 13.93 12.22 11.43
1999 1 1 23.80 23.08 22.61 17.70 14.66 13.77 13.31
1999 1 2 23.67 25.43 26.00 18.73 16.05 13.85 13.45
1999 1 3 28.28 24.97 25.93 19.16 14.26 13.15 12.89
1999 1 4 25.30 24.50 22.12 18.79 15.67 13.94 14.93
1999 1 5 25.54 22.15 23.54 18.62 16.17 16.07 14.41
1999 1 6 24.83 20.48 23.14 17.23 15.58 14.61 13.20
1999 1 7 23.49 19.97 21.39 16.39 15.49 14.12 13.58
1999 1 8 22.86 19.27 20.45 16.50 16.89 14.34 12.84
1999 1 9 25.50 22.36 25.45 17.66 14.37 12.81 12.42
1999 1 10 21.39 22.31 25.42 18.40 15.59 15.93 14.13
1999 1 11 23.91 19.09 21.98 16.37 14.88 14.39 13.21
1999 1 12 24.18 19.06 20.20 16.44 15.15 14.40 14.26
1999 1 13 24.50 19.84 22.13 16.32 14.57 12.69 13.02
1999 1 14 24.49 21.38 20.82 17.24 15.74 14.00 14.21
1999 1 15 24.05 21.21 22.57 16.74 15.07 13.88 13.03
1999 1 16 24.50 21.73 24.09 17.22 14.47 13.95 13.50
1999 1 17 24.34 20.56 24.08 17.82 16.71 15.55 15.43
1999 1 18 27.99 21.74 24.62 19.30 17.12 17.14 16.36
1999 1 19 23.28 26.64 25.31 20.98 16.94 17.41 17.00
1999 1 20 16.39 24.09 23.87 19.78 15.29 16.41 16.13
1999 1 21 28.76 24.70 25.76 19.45 16.43 15.93 15.36
1999 1 22 27.96 23.57 25.83 19.32 16.89 16.31 15.63
1999 1 23 24.92 23.17 25.58 19.18 17.91 17.49 16.25
1999 1 24 26.55 24.08 25.29 20.05 18.08 16.97 16.54
1999 1 25 27.05 26.62 27.23 21.22 18.86 17.84 17.33
1999 1 26 28.16 24.23 26.70 20.13 18.47 17.76 16.24
1999 1 27 27.94 23.66 26.71 19.35 17.44 17.61 16.16
1999 1 28 26.75 24.19 25.51 19.74 17.91 17.24 15.58
1999 1 29 27.20 24.60 24.97 20.32 18.07 17.79 16.20
1999 1 30 28.14 24.37 24.43 20.02 18.68 15.40 15.14
1999 1 31 29.30 25.45 25.69 20.02 17.04 14.90 14.65
1999 2 1 27.33 23.74 24.82 19.04 16.75 15.18 15.64
1999 2 2 24.72 25.02 21.85 19.37 14.73 14.31 13.34
1999 2 3 27.10 25.50 26.56 18.52 13.98 11.13 11.24
1999 2 4 30.27 27.72 28.25 20.94 16.91 15.64 16.49
1999 2 5 26.55 25.18 26.26 19.65 17.59 15.87 16.65
1999 2 6 23.45 25.23 27.05 20.68 18.06 17.80 16.87
1999 2 7 29.23 25.91 26.71 20.46 18.08 16.93 16.54
1999 2 8 21.51 19.07 19.82 17.82 17.55 16.14 15.45
1999 2 9 20.50 18.09 19.42 16.22 15.26 14.20 14.16
1999 2 10 24.00 19.68 21.91 16.00 14.36 13.47 12.61
1999 2 11 26.48 23.70 24.07 17.84 14.02 13.35 12.70
1999 2 12 24.06 21.16 22.57 17.22 14.40 14.61 13.64
1999 2 13 25.78 22.70 22.66 18.91 16.88 15.79 15.37
1999 2 14 23.46 21.98 22.44 19.23 16.29 16.51 14.49
1999 2 15 25.12 21.43 23.37 18.02 3.46 15.38 13.50
1999 2 16 24.57 22.40 21.84 18.78 17.84 17.00 15.34
1999 2 17 25.04 21.70 22.63 17.98 16.55 14.64 15.37
1999 2 18 26.67 23.11 24.77 17.90 16.57 14.20 14.71
1999 2 19 26.09 22.92 24.01 17.63 15.22 12.72 14.52
1999 2 20 24.00 22.29 22.10 17.89 16.01 13.68 15.32
1999 2 21 24.08 21.85 22.04 17.95 16.80 15.69 16.23
1999 2 22 26.24 21.88 23.54 17.93 16.30 15.69 15.45
1999 2 23 26.55 23.69 24.98 18.64 15.62 15.63 14.47
1999 2 24 25.00 23.36 25.31 19.20 19.41 16.95 16.05
1999 2 25 26.49 23.08 23.12 18.47 16.39 16.56 15.04
1999 2 26 25.66 22.89 25.14 18.55 15.35 16.52 14.22
1999 2 27 26.71 23.70 24.34 18.80 15.95 15.90 15.40
1999 2 28 28.20 23.64 25.78 19.25 16.21 16.34 15.26
1999 3 1 28.98 24.43 26.91 19.68 17.95 17.00 16.50
1999 3 2 29.33 25.66 27.58 20.39 18.49 17.22 16.81
1999 3 3 28.86 25.31 26.87 20.34 18.09 17.64 16.98
1999 3 4 27.43 23.43 24.20 19.40 17.35 17.17 16.34
1999 3 5 22.46 23.13 24.23 19.09 16.88 16.16 15.04
1999 3 6 27.30 23.67 25.31 18.92 16.32 14.60 15.41
1999 3 7 26.42 23.41 25.25 19.07 16.59 16.77 15.35
1999 3 8 27.94 23.65 25.70 19.41 17.44 16.24 15.61
1999 3 9 27.57 24.59 25.70 20.27 18.97 17.62 16.79
1999 3 10 25.88 24.85 25.57 19.68 18.86 16.57 17.27
1999 3 11 23.18 21.47 21.98 17.89 17.67 14.51 14.40
1999 3 12 23.75 19.57 20.86 15.81 14.45 13.29 12.40
1999 3 13 21.72 19.76 22.73 15.88 14.48 12.55 12.66
1999 3 14 24.60 20.31 21.92 16.05 13.46 12.88 11.11
1999 3 15 24.23 20.55 21.71 16.63 14.70 13.37 12.28
1999 3 16 25.80 21.28 23.57 17.47 14.57 14.73 13.69
1999 3 17 25.21 21.33 22.21 17.74 15.43 15.15 13.88
1999 3 18 27.82 21.95 23.33 18.08 18.98 15.68 14.70
1999 3 19 25.49 23.21 23.87 18.52 15.29 15.20 13.71
1999 3 20 28.64 25.08 26.95 19.73 16.91 15.97 15.48
1999 3 21 23.35 21.53 21.81 18.43 17.70 16.57 16.73
1999 3 22 23.98 21.03 22.32 17.80 16.57 16.19 15.63
1999 3 23 24.66 22.57 23.84 18.38 16.20 15.26 15.09
1999 3 24 27.38 23.67 24.56 19.02 17.10 15.69 15.30
1999 3 25 29.17 24.68 26.91 19.84 17.09 15.25 15.98
1999 3 26 24.65 22.61 24.88 19.18 17.69 17.75 16.91
1999 3 27 26.02 22.77 24.68 19.42 18.17 17.35 16.86
1999 3 28 28.33 26.18 27.13 21.16 18.54 18.23 17.26
1999 3 29 22.78 19.71 20.26 18.28 17.19 16.38 14.99
1999 3 30 19.95 16.79 20.65 15.29 15.52 13.80 14.05
1999 3 31 19.87 15.35 17.34 14.46 14.54 13.61 13.46
1999 4 1 20.57 16.66 17.76 15.57 14.92 14.74 13.88
1999 4 2 25.51 23.30 24.66 18.70 16.35 15.47 15.80
1999 4 3 25.76 24.06 24.60 19.28 17.11 16.47 16.07
1999 4 4 25.03 23.09 25.00 19.48 17.32 17.82 15.29
1999 4 5 26.63 24.63 24.72 19.76 17.36 16.85 15.60
1999 4 6 22.24 21.20 21.97 16.95 17.38 14.54 13.50
1999 4 7 19.52 16.74 18.52 15.32 14.80 14.12 12.97
1999 4 8 20.08 15.72 17.67 13.85 13.65 12.38 12.20
1999 4 9 18.63 14.90 15.70 12.97 12.74 11.39 10.70
1999 4 10 18.99 15.61 17.05 13.05 12.74 10.76 10.85
1999 4 11 17.32 16.33 14.27 14.30 13.19 12.80 11.65
1999 4 12 20.05 18.66 16.43 15.83 14.18 13.56 12.79
1999 4 13 21.38 19.20 19.62 16.38 14.01 14.54 12.45
1999 4 14 20.30 17.36 20.40 15.85 12.19 14.74 8.67
1999 4 15 18.48 17.93 16.39 16.22 14.58 15.41 13.65
1999 4 16 19.37 16.52 16.53 12.84 14.30 3.46 2.33
1999 4 17 14.07 9.54 9.16 5.30 6.48 2.07 2.14
1999 4 18 15.61 13.12 10.46 7.33 3.71 1.86 1.10
1999 4 19 17.91 15.75 14.51 9.00 5.16 2.87 4.71
1999 4 20 19.80 18.09 17.95 10.36 6.39 3.04 4.72
1999 4 21 21.80 19.70 21.39 12.73 7.81 5.83 6.56
1999 4 22 21.35 19.83 22.52 14.48 9.86 10.72 10.67
1999 4 23 23.64 22.00 23.07 15.41 12.09 10.68 12.66
1999 4 24 24.34 21.96 23.33 16.00 12.66 10.73 11.79
1999 4 25 21.44 17.09 19.40 14.72 13.26 12.63 12.68
1999 4 26 17.61 16.73 18.06 13.42 12.13 11.78 11.43
1999 4 27 21.00 16.95 20.30 13.84 12.34 11.79 10.36
1999 4 28 19.11 16.18 16.37 13.75 12.25 12.44 10.57
1999 4 29 22.09 18.00 19.93 14.76 13.25 12.63 12.35
1999 4 30 20.66 17.12 21.00 14.14 13.73 11.82 13.62
1999 5 1 21.57 20.56 22.40 15.70 12.16 12.97 12.20
1999 5 2 25.26 21.57 23.13 16.22 13.80 12.69 12.43
1999 5 3 23.29 19.64 21.48 14.61 12.73 11.05 11.91
1999 5 4 24.32 21.66 22.68 15.36 13.32 9.60 11.08
1999 5 5 21.07 18.75 16.66 14.90 14.36 11.91 12.94
1999 5 6 21.31 16.54 18.42 14.17 14.40 11.93 12.97
1999 5 7 18.79 14.48 15.20 11.12 11.24 8.00 7.69
1999 5 8 19.91 15.35 16.24 10.72 8.79 6.41 8.01
1999 5 9 18.32 13.52 16.10 11.05 8.58 9.06 6.35
1999 5 10 19.13 15.11 15.07 11.89 9.14 9.02 7.48
1999 5 11 20.95 18.00 18.17 13.52 12.05 10.57 10.37
1999 5 12 19.20 16.06 15.63 11.65 10.91 8.54 8.92
1999 5 13 16.49 13.09 12.64 9.05 8.02 6.08 4.02
1999 5 14 12.29 13.38 14.84 9.01 7.08 5.18 4.03
1999 5 15 17.16 13.87 14.38 10.01 7.34 6.14 4.79
1999 5 16 19.82 15.44 16.71 10.64 8.10 6.79 7.42
1999 5 17 20.15 16.47 17.38 11.12 9.60 7.23 7.92
1999 5 18 17.94 15.35 14.90 10.72 8.85 6.68 6.55
1999 5 19 13.91 12.27 9.87 7.14 9.09 2.12 1.44
1999 5 20 14.50 10.51 9.88 6.54 3.90 1.84 0.23
1999 5 21 14.88 12.12 10.55 6.95 6.21 2.75 2.38
1999 5 22 17.39 13.21 15.53 7.40 3.87 2.21 1.29
1999 5 23 17.98 13.97 14.96 9.26 4.27 5.93 4.57
1999 5 24 16.47 13.68 13.40 9.77 7.15 6.86 4.79
1999 5 25 17.38 12.62 14.02 9.55 5.55 6.87 4.04
1999 5 26 15.41 14.34 13.53 11.92 9.19 9.87 8.79
1999 5 27 18.19 16.95 16.82 13.42 11.41 10.65 9.16
1999 5 28 17.70 13.80 15.13 11.48 8.86 9.06 6.36
1999 5 29 16.86 15.95 14.28 12.48 11.79 7.53 7.95
1999 5 30 14.02 9.29 8.67 6.97 6.46 5.36 4.51
1999 5 31 16.33 11.79 13.04 7.36 5.46 4.00 2.86
1999 6 1 17.76 15.30 14.92 8.62 4.72 3.71 3.22
1999 6 2 17.11 14.04 16.02 8.92 5.16 5.04 3.67
1999 6 3 17.47 15.90 15.73 10.57 7.74 7.18 7.21
1999 6 4 13.46 12.25 11.81 8.53 7.90 5.47 4.20
1999 6 5 11.43 8.07 7.87 6.06 5.49 4.67 2.11
1999 6 6 11.88 9.40 10.53 6.05 4.49 4.05 -0.17
1999 6 7 14.24 9.56 10.79 6.60 4.05 3.53 0.30
1999 6 8 15.11 11.15 12.21 9.36 7.26 6.56 5.70
1999 6 9 16.61 13.92 13.83 12.27 10.72 10.41 9.36
1999 6 10 15.78 13.00 13.19 10.18 13.69 3.12 3.11
1999 6 11 11.11 14.26 14.27 6.63 2.65 -0.80 -0.86
1999 6 12 13.20 13.65 13.34 8.44 3.35 4.22 4.00
1999 6 13 15.56 13.98 14.83 10.47 6.78 6.82 6.19
1999 6 14 16.61 13.39 12.51 10.11 6.54 7.56 5.89
1999 6 15 17.13 14.54 14.34 10.48 7.85 7.83 7.07
1999 6 16 18.41 15.31 16.28 11.26 9.24 8.54 8.01
1999 6 17 18.25 15.62 16.87 11.22 8.38 7.67 8.34
1999 6 18 15.08 12.88 13.00 11.30 11.52 9.89 10.00
1999 6 19 16.26 14.41 13.53 11.53 10.14 9.94 7.57
1999 6 20 15.04 12.14 12.55 11.06 10.61 10.32 7.35
1999 6 21 18.12 13.03 14.89 10.77 10.46 7.65 8.12
1999 6 22 19.42 17.19 18.28 10.75 8.45 5.05 5.92
1999 6 23 18.40 17.24 16.89 11.55 8.21 7.87 6.78
1999 6 24 16.82 14.60 14.17 11.77 9.13 8.58 8.01
1999 6 25 20.58 18.62 19.08 14.57 10.67 11.70 10.64
1999 6 26 18.40 16.14 18.54 12.93 9.98 10.86 8.13
1999 6 27 18.58 18.98 20.15 13.80 10.80 10.91 10.97
1999 6 28 23.17 19.41 20.60 14.82 10.06 11.46 10.54
1999 6 29 18.55 16.90 15.48 12.90 11.50 6.91 5.93
1999 6 30 15.05 11.91 11.65 7.66 5.36 4.90 3.15
1999 7 1 16.40 12.02 14.03 7.89 4.33 4.10 3.00
1999 7 2 13.13 11.44 10.26 10.04 8.72 7.87 7.92
1999 7 3 15.07 14.40 13.80 11.85 10.71 8.63 9.17
1999 7 4 11.20 8.43 11.51 6.97 7.14 5.29 4.34
1999 7 5 12.94 9.67 12.03 6.50 6.06 4.58 2.23
1999 7 6 14.85 10.00 11.47 6.83 6.09 2.89 4.19
1999 7 7 15.59 11.28 14.66 9.52 8.88 8.05 6.22
1999 7 8 17.43 13.32 13.59 9.59 8.19 6.57 5.14
1999 7 9 16.27 12.84 14.13 9.61 7.95 6.72 6.58
1999 7 10 16.50 13.17 14.10 11.00 10.00 9.88 8.55
1999 7 11 17.06 12.34 12.69 10.02 11.23 8.59 7.89
1999 7 12 18.61 13.92 16.13 10.80 8.90 8.80 7.24
1999 7 13 19.16 15.11 16.14 10.33 7.69 7.32 7.83
1999 7 14 18.56 16.25 16.59 10.90 8.11 7.08 6.94
1999 7 15 21.48 17.63 19.89 12.77 10.40 9.48 10.21
1999 7 16 19.85 17.85 19.27 13.36 11.07 9.62 10.60
1999 7 17 11.58 11.74 13.63 10.44 8.47 7.83 7.81
1999 7 18 10.76 8.58 9.54 7.25 6.01 5.99 6.56
1999 7 19 15.16 13.80 14.00 11.15 8.31 8.34 8.12
1999 7 20 16.93 16.57 14.39 12.67 10.90 8.34 8.11
1999 7 21 14.94 12.46 9.72 8.31 7.77 5.18 3.08
1999 7 22 14.96 13.03 13.59 8.14 5.72 4.63 1.67
1999 7 23 15.68 12.06 13.02 8.44 6.22 5.55 4.87
1999 7 24 18.75 16.86 16.48 10.63 8.02 6.41 5.98
1999 7 25 20.66 18.82 19.59 11.61 7.29 5.24 6.66
1999 7 26 18.80 20.30 18.15 14.24 9.85 9.93 9.82
1999 7 27 15.18 16.34 14.40 13.38 11.21 10.90 9.44
1999 7 28 18.15 14.65 17.19 12.15 10.03 10.51 7.03
1999 7 29 17.91 15.16 16.18 12.09 10.12 9.95 7.83
1999 7 30 17.10 18.11 16.55 11.88 11.85 5.57 3.54
1999 7 31 14.03 11.54 13.26 6.00 1.39 0.99 -1.02
1999 8 1 15.78 15.83 17.26 8.38 2.03 2.74 2.93
1999 8 2 19.88 18.49 20.52 9.99 4.26 2.19 4.46
1999 8 3 19.80 18.02 20.91 11.22 5.16 5.78 5.32
1999 8 4 21.05 18.27 20.83 10.46 5.62 3.51 8.16
1999 8 5 20.75 16.48 19.03 11.22 7.50 7.69 8.73
1999 8 6 21.76 17.70 19.74 13.16 11.20 10.40 9.09
1999 8 7 20.56 16.33 16.03 11.38 11.68 5.19 5.88
1999 8 8 14.41 12.86 11.03 6.41 3.07 1.47 -0.88
1999 8 9 17.94 16.42 16.53 8.38 2.42 1.47 0.96
1999 8 10 22.88 21.12 21.02 12.31 6.20 5.14 6.10
1999 8 11 28.02 22.82 23.86 14.52 9.73 6.85 9.47
1999 8 12 27.03 22.71 23.99 15.94 12.26 10.79 11.38
1999 8 13 14.96 14.60 15.59 10.28 11.72 4.85 4.14
1999 8 14 9.65 5.93 4.56 3.17 2.06 -1.03 -2.00
1999 8 15 11.24 7.00 7.21 2.31 -1.16 -1.56 -3.61
1999 8 16 13.56 8.28 9.41 4.29 1.98 1.10 -1.10
1999 8 17 14.98 9.65 11.14 6.71 3.45 4.17 2.44
1999 8 18 17.35 12.98 13.75 8.57 6.09 4.30 5.75
1999 8 19 19.95 14.95 15.49 11.18 8.05 8.46 7.26
1999 8 20 21.85 15.77 18.63 12.19 10.11 10.13 8.94
1999 8 21 23.18 18.91 21.98 13.52 11.09 10.54 9.39
1999 8 22 25.50 22.71 24.01 15.52 12.11 10.07 11.29
1999 8 23 20.50 19.67 19.37 14.44 11.42 10.86 10.16
1999 8 24 21.05 17.89 18.70 13.38 11.21 9.89 9.53
1999 8 25 23.41 18.91 20.97 13.23 11.01 8.58 9.22
1999 8 26 18.40 20.70 18.69 14.90 11.20 10.59 9.89
1999 8 27 16.20 16.69 16.19 13.41 9.77 11.16 10.01
1999 8 28 18.56 17.16 17.04 13.03 10.39 10.25 8.48
1999 8 29 20.99 20.88 22.38 14.13 9.87 8.48 7.75
1999 8 30 23.76 22.68 23.51 16.30 11.74 11.35 11.98
1999 8 31 25.59 23.76 26.59 17.70 13.56 12.41 13.61
1999 9 1 27.44 25.05 26.41 19.60 14.71 15.44 16.50
1999 9 2 24.53 24.97 24.50 19.27 12.70 14.39 12.76
1999 9 3 24.72 24.63 23.83 18.75 12.93 14.26 11.80
1999 9 4 22.99 23.55 22.96 17.76 12.32 14.05 12.15
1999 9 5 18.91 17.94 16.67 15.21 13.51 13.50 11.88
1999 9 6 24.32 23.50 23.45 16.97 13.44 12.81 11.13
1999 9 7 27.64 26.68 26.79 20.19 14.21 14.38 14.69
1999 9 8 18.98 24.30 21.81 19.10 13.93 12.72 11.22
1999 9 9 14.92 11.35 12.54 8.86 9.83 7.14 7.49
1999 9 10 17.60 13.68 15.04 9.30 7.75 5.39 4.20
1999 9 11 16.06 11.95 12.45 8.81 5.61 5.45 3.21
1999 9 12 17.33 13.77 14.87 10.82 9.20 8.61 7.74
1999 9 13 19.58 15.32 16.34 12.45 10.11 10.21 10.31
1999 9 14 17.84 14.52 13.82 13.04 12.79 12.22 11.13
1999 9 15 15.51 14.78 12.68 11.55 9.41 5.58 4.84
1999 9 16 20.41 18.50 18.52 10.65 3.77 3.06 2.21
1999 9 17 22.33 19.03 21.04 12.53 6.37 6.04 6.50
1999 9 18 18.30 19.68 21.30 12.67 7.70 6.71 8.38
1999 9 19 23.53 20.85 21.34 14.01 13.19 9.48 8.53
1999 9 20 22.77 19.59 21.47 13.61 9.62 9.11 5.71
1999 9 21 24.54 22.31 22.26 14.69 9.96 8.75 8.79
1999 9 22 18.74 15.66 16.14 11.31 10.64 7.62 6.89
1999 9 23 18.28 12.06 15.31 8.29 7.02 4.86 3.25
1999 9 24 19.21 14.25 16.27 9.22 6.14 4.55 2.73
1999 9 25 20.96 17.32 12.28 10.96 6.97 5.57 4.25
1999 9 26 22.55 20.94 19.68 13.20 8.87 6.91 7.72
1999 9 27 20.65 16.07 18.83 12.56 11.39 9.68 9.60
1999 9 28 20.44 18.05 18.49 13.54 11.72 10.66 9.27
1999 9 29 17.69 15.84 15.68 12.77 14.18 8.56 8.78
1999 9 30 17.29 14.89 16.38 10.70 7.22 6.65 4.52
1999 10 1 19.18 19.49 17.99 14.53 13.70 10.54 10.25
1999 10 2 13.14 10.75 13.04 8.58 9.35 6.19 4.41
1999 10 3 13.98 12.28 11.77 7.14 5.73 3.20 1.27
1999 10 4 15.32 9.59 12.16 6.04 4.98 3.59 1.83
1999 10 5 16.23 10.85 12.87 7.30 6.23 2.83 2.53
1999 10 6 17.45 12.93 12.55 9.76 9.15 7.42 6.89
1999 10 7 14.79 12.76 11.68 11.29 9.88 9.44 8.44
1999 10 8 21.49 18.23 16.17 13.65 11.49 10.71 9.90
1999 10 9 19.56 15.00 15.64 11.09 10.19 8.27 7.56
1999 10 10 19.74 14.86 16.90 10.93 9.08 7.81 5.53
1999 10 11 19.93 15.05 16.38 11.03 9.86 7.33 7.77
1999 10 12 18.03 16.55 14.94 12.31 10.82 8.81 8.42
1999 10 13 21.23 22.06 20.66 16.04 12.49 11.74 12.59
1999 10 14 20.86 21.39 18.29 16.50 13.11 12.80 12.45
1999 10 15 21.65 20.82 21.37 16.78 14.28 13.07 13.42
1999 10 16 18.02 18.20 15.80 14.99 14.34 11.15 13.33
1999 10 17 20.25 17.69 19.87 13.26 12.44 9.85 11.26
1999 10 18 21.40 18.97 20.45 14.23 10.20 11.31 9.91
1999 10 19 22.60 19.31 20.90 13.91 9.28 8.79 9.28
1999 10 20 21.57 18.20 18.64 13.28 9.37 9.61 7.00
1999 10 21 22.66 19.48 20.83 13.90 9.84 8.75 7.72
1999 10 22 20.84 17.46 19.09 13.48 12.62 11.50 9.12
1999 10 23 21.61 18.53 19.92 13.80 11.55 10.77 8.63
1999 10 24 21.92 17.79 19.65 13.22 12.70 9.90 9.65
1999 10 25 17.40 13.24 15.31 11.73 12.12 10.58 9.46
1999 10 26 19.78 15.48 16.14 12.46 11.99 10.29 9.57
1999 10 27 20.86 17.24 17.74 13.92 12.16 11.39 9.96
1999 10 28 23.46 19.37 21.19 15.61 13.56 13.29 12.57
1999 10 29 25.27 20.73 23.75 16.75 14.73 13.95 13.21
1999 10 30 21.58 18.01 20.62 14.89 15.35 10.90 12.40
1999 10 31 20.30 16.33 18.77 12.49 11.17 9.35 8.74
1999 11 1 20.53 15.34 16.55 12.48 11.97 10.47 10.07
1999 11 2 20.46 16.61 15.86 13.55 12.47 11.43 10.77
1999 11 3 23.81 21.78 21.73 16.69 14.17 12.90 12.08
1999 11 4 22.73 20.22 20.58 17.37 14.61 15.43 13.34
1999 11 5 20.24 16.60 15.91 13.85 12.80 10.36 10.00
1999 11 6 22.71 19.98 19.39 13.67 9.32 7.50 7.24
1999 11 7 25.01 20.83 22.01 15.39 10.19 9.95 9.32
1999 11 8 22.62 20.86 22.87 15.01 13.27 11.14 10.47
1999 11 9 15.67 14.86 15.18 11.04 10.06 7.57 7.02
1999 11 10 17.97 13.20 15.52 9.39 7.17 5.33 3.00
1999 11 11 20.58 16.38 16.39 11.30 7.57 6.46 4.98
1999 11 12 20.24 18.88 18.52 13.95 11.63 10.25 9.78
1999 11 13 22.05 19.37 19.91 14.43 11.81 11.13 10.36
1999 11 14 21.85 17.43 19.06 13.46 12.32 11.25 10.70
1999 11 15 20.05 17.06 19.11 13.11 10.89 9.94 9.67
1999 11 16 21.46 17.07 19.23 12.60 11.60 8.98 8.68
1999 11 17 22.85 18.65 20.52 13.17 9.74 8.52 6.95
1999 11 18 23.96 20.47 21.57 14.49 11.47 10.20 9.32
1999 11 19 24.05 21.85 22.77 15.45 11.43 10.60 9.95
1999 11 20 21.27 19.84 19.02 14.96 13.83 11.77 11.87
1999 11 21 19.37 21.56 23.05 16.77 11.82 13.15 9.87
1999 11 22 21.97 21.72 22.82 16.10 12.11 12.21 12.58
1999 11 23 22.21 18.97 19.33 14.55 12.01 11.27 10.15
1999 11 24 22.66 19.59 19.21 14.20 11.14 9.05 9.64
1999 11 25 25.32 22.32 22.18 16.39 11.52 10.20 9.95
1999 11 26 22.47 20.62 20.46 15.94 14.04 12.92 11.99
1999 11 27 19.23 19.56 18.84 15.00 11.52 10.70 9.97
1999 11 28 25.29 20.66 22.72 15.26 15.39 11.45 9.08
1999 11 29 27.77 22.84 24.95 15.77 13.05 9.95 10.97
1999 11 30 25.78 21.96 23.78 15.76 11.50 9.93 10.91
1999 12 1 24.91 20.34 21.99 16.25 14.24 13.20 12.28
1999 12 2 25.13 22.40 22.96 17.78 14.92 14.31 12.61
1999 12 3 20.81 20.26 17.80 16.86 16.26 15.22 14.33
1999 12 4 27.55 22.55 23.14 17.83 15.69 13.49 13.29
1999 12 5 30.92 24.97 27.34 19.39 15.45 13.89 13.38
1999 12 6 17.79 16.37 18.53 13.45 13.45 10.29 10.43
1999 12 7 18.93 14.38 15.08 12.03 11.96 10.11 9.58
1999 12 8 21.16 18.77 19.58 14.92 12.47 11.61 10.59
1999 12 9 23.25 20.70 22.19 16.24 14.71 13.52 13.07
1999 12 10 21.47 19.19 19.43 15.16 14.24 12.29 13.06
1999 12 11 23.41 19.82 20.96 15.70 12.45 11.50 11.38
1999 12 12 22.98 20.73 19.96 15.53 13.17 11.43 11.41
1999 12 13 20.89 17.80 18.77 14.86 13.54 12.28 12.07
1999 12 14 26.38 22.46 21.18 18.01 15.36 15.13 14.27
1999 12 15 25.22 22.29 22.38 17.63 14.29 13.34 13.33
1999 12 16 24.62 21.55 21.08 17.10 15.59 13.09 11.82
1999 12 17 26.68 23.32 25.37 17.48 13.22 12.77 11.07
1999 12 18 26.33 24.63 26.36 18.38 14.37 13.95 13.71
1999 12 19 29.43 27.93 27.95 20.84 15.52 15.42 14.53
1999 12 20 26.61 23.16 26.93 18.63 16.59 14.97 14.42
1999 12 21 25.01 24.67 24.49 18.56 14.13 14.15 13.84
1999 12 22 16.54 21.04 23.06 17.47 14.69 14.25 14.66
